순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
1323,268061,1741000,행정안전부,001006,지방교부세법,20241231,제20628호,20250101,A0002,법률,10040200,第2節 地方稅
1324,249985,1342000,교육부,000898,지방교육자치에 관한 법률,20230418,제19343호,20231019,A0002,법률,16020100,第1節 通 則
1325,257995,1342000,교육부,000880,지방교육재정교부금법,20231231,제19938호,20240101,A0002,법률,16020700,第7節 敎育財政
1326,265827,1342000,교육부,011996,지방대학 및 지역균형인재 육성에 관한 법률,20241022,제20468호,20250423,A0002,법률,16020800,第8節 敎育振興
1327,219091,1371000,문화체육관광부,000832,지방문화원진흥법,20200609,제17417호,20210101,A0002,법률,17020000,第2章 文化·藝術
1328,268063,1741000,행정안전부,011177,지방세기본법,20241231,제20629호,20250101,A0002,법률,10040200,第2節 地方稅
1329,268065,1741000,행정안전부,001649,지방세법,20241231,제20630호,20250101,A0002,법률,10040200,第2節 地方稅
1330,268021,1741000,행정안전부,012708,지방세징수법,20241231,제20631호,20250101,A0002,법률,10040200,第2節 地方稅
1331,268023,1741000,행정안전부,011178,지방세특례제한법,20241231,제20632호,20250101,A0002,법률,10040200,第2節 地方稅
1332,253491,1741000,행정안전부,009174,지방소도읍 육성 지원법,20230808,제19590호,20240517,A0002,법률,10060000,第6章 地域開發
1333,228601,1352000,보건복지부,010008,지방의료원의 설립 및 운영에 관한 법률,20210112,제17893호,20220113,A0002,법률,36010000,第1章 行政組織·通則
1334,251649,1741000,행정안전부,009996,지방자치단체 기금관리기본법,20230609,제19430호,20230710,A0002,법률,10040100,第1節 地方財政
1335,253973,1741000,행정안전부,010002,지방자치단체를 당사자로 하는 계약에 관한 법률,20230816,제19634호,20240217,A0002,법률,10040100,第1節 地方財政
1336,249861,1741000,행정안전부,013988,지방자치단체 보조금 관리에 관한 법률,20230411,제19333호,20231012,A0002,법률,10040100,第1節 地方財政
1337,228607,1741000,행정안전부,001347,지방자치단체에 두는 국가공무원의 정원에 관한 법률,20210112,제17893호,20220113,A0002,법률,05010000,第1章 通 則
1338,241925,1741000,행정안전부,002041,지방자치단체출연 연구원의 설립 및 운영에 관한 법률,20220426,제18850호,20221027,A0002,법률,10010000,第1章 行政組織·通則
1339,270333,1741000,행정안전부,012024,지방자치단체 출자ㆍ출연 기관의 운영에 관한 법률,20250401,제20869호,20250401,A0002,법률,10050000,第5章 地方公企業
1340,258063,1741000,행정안전부,001656,지방자치법,20240109,제19951호,20240517,A0002,법률,10020100,第1節 通 則
1341,252297,1051000 1450000 1741000,"기획재정부,산업통상자원부,행정안전부",014455,지방자치분권 및 지역균형발전에 관한 특별법,20230704,제19514호,20230710,A0002,법률,10020100,第1節 通 則
1342,270377,1741000,행정안전부,001652,지방재정법,20250401,제20871호,20250401,A0002,법률,10040100,第1節 地方財政
1343,216201,1741000,행정안전부,013717,지방행정동우회법,20200331,제17168호,20200331,A0002,법률,10020000,第2章 地方自治
1344,268059,1741000,행정안전부,011896,지방행정제재ㆍ부과금의 징수 등에 관한 법률,20241231,제20633호,20241231,A0002,법률,10040200,第2節 地方稅
1345,254017,1741000,행정안전부,012559,지방회계법,20230816,제19634호,20240217,A0002,법률,10040100,第1節 地方財政
1346,237425,1613000,국토교통부,011017,지속가능 교통물류 발전법,20211207,제18563호,20211207,A0002,법률,41070000,第7章 物 流
1347,238845,1092000,국무조정실,014217,지속가능발전 기본법,20220104,제18708호,20220705,A0002,법률,04010100,第1節 通 則
1348,237427,1613000,국토교통부,013232,지속가능한 기반시설 관리 기본법,20211207,제18564호,20221208,A0002,법률,35040100,第1節 建設業
1349,242919,1721000,과학기술정보통신부,011390,지식재산 기본법,20220610,제18873호,20221211,A0002,법률,04020000,第2章 行政作用一般
1350,261155,1613000,국토교통부,012067,지역 개발 및 지원에 관한 법률,20240319,제20394호,20240920,A0002,법률,33020100,第1節 國土計劃
1351,246837,1192000 1543000,"농림축산식품부,해양수산부",014369,지역농림어업 발전사업 협력 촉진에 관한 법률,20221227,제19120호,20231228,A0002,법률,24050100,第1節 通 則
1352,225119,1543000,농림축산식품부,012317,지역농산물 이용촉진 등 농산물 직거래 활성화에 관한 법률,20201229,제17799호,20211230,A0002,법률,24050200,第2節 農水産物價格安定·流通
1353,239493,1371000,문화체육관광부,012002,지역문화진흥법,20220118,제18780호,20220719,A0002,법률,17020000,第2章 文化·藝術
1354,218829,1570100,방송통신위원회,012066,지역방송발전지원 특별법,20200609,제17347호,20200609,A0002,법률,17050000,第5章 放 送
1355,265479,1352000 1790387,"보건복지부,질병관리청",000236,지역보건법,20240920,제20445호,20250621,A0002,법률,36010000,第1章 行政組織·通則
1356,245295,1741000,행정안전부,013749,지역사랑상품권 이용 활성화에 관한 법률,20221115,제19032호,20230516,A0002,법률,10060000,第6章 地域開發
1357,251655,1450000,산업통상자원부,014138,지역 산업위기 대응 및 지역경제 회복을 위한 특별법,20230609,제19430호,20230710,A0002,법률,10020100,第1節 通 則
1358,260857,1421000,중소벤처기업부,014125,지역상권 상생 및 활성화에 관한 법률,20240227,제20365호,20240828,A0002,법률,28030000,第3章 商業·商工人團體
1359,253599,1371000,문화체육관광부,009674,지역신문발전지원 특별법,20230808,제19592호,20230808,A0002,법률,17040100,第1節 言論·出版
1360,268591,1421000,중소벤처기업부,002005,지역신용보증재단법,20250121,제20710호,20250422,A0002,법률,28020000,第2章 中小企業
1361,258341,1421000,중소벤처기업부,014126,지역중소기업 육성 및 혁신촉진 등에 관한 법률,20240109,제19992호,20240710,A0002,법률,28020000,第2章 中小企業
1362,206593,1390000,농촌진흥청,013239,지역특화작목 연구개발 및 육성에 관한 법률,20190108,제16201호,20190709,A0002,법률,24050100,第1節 通 則
1363,261161,1613000,국토교통부,011463,지적재조사에 관한 특별법,20240319,제20395호,20240920,A0002,법률,10040300,第3節 地籍등
1364,259897,1360000,기상청,011989,지진ㆍ지진해일ㆍ화산의 관측 및 경보에 관한 법률,20240206,제20230호,20250207,A0002,법률,18040000,第4章 天文·氣象
1365,233113,1741000,행정안전부,010726,지진ㆍ화산재해대책법,20210615,제18284호,20220616,A0002,법률,12030000,第3章 災難管理
1366,259263,1480000,환경부,000262,지하수법,20240123,제20120호,20250124,A0002,법률,35020100,第1節 河川·地下水
1367,271251,1613000,국토교통부,012468,지하안전관리에 관한 특별법,20250527,제20980호,20250527,A0002,법률,35040100,第1節 建設業
1368,195116,1741000,행정안전부,009638,직능인 경제활동 지원에 관한 법률,20170726,제14839호,20170726,A0002,법률,10020200,第2節 地方行政一般
1369,269935,1342000 1492000,"고용노동부,교육부",000864,직업교육훈련 촉진법,20250318,제20786호,20250318,A0002,법률,16020800,第8節 敎育振興
1370,259231,1492000,고용노동부,001765,직업안정법,20240123,제20121호,20240724,A0002,법률,40050000,第5章 雇 傭
1371,234005,1342000,교육부,012309,진로교육법,20210720,제18298호,20220721,A0002,법률,16020100,第1節 通 則
1372,249061,1680000,진실화해를위한과거사정리위원회,009939,진실ㆍ화해를 위한 과거사정리 기본법,20230321,제19271호,20230922,A0002,법률,08010000,第1章 民 法
1373,253647,1492000,고용노동부,000127,진폐의 예방과 진폐근로자의 보호 등에 관한 법률,20230808,제19613호,20230808,A0002,법률,40040000,第4章 産業安全
1374,224847,1270000,법무부,010592,질서위반행위규제법,20201229,제17758호,20210101,A0002,법률,09010000,第1章 刑 法
1375,251703,1450000,산업통상자원부,001866,집단에너지사업법,20230613,제19440호,20231214,A0002,법률,31020000,第2章 에너지利用
1376,249285,1270000,법무부,001262,집합건물의 소유 및 관리에 관한 법률,20230328,제19282호,20230929,A0002,법률,08010000,第1章 民 法
1377,222441,1270000,법무부,001292,집행관법,20201020,제17508호,20210421,A0002,법률,06030000,第3章 執行官
1378,224533,1320000,경찰청,000981,집회 및 시위에 관한 법률,20201222,제17689호,20210101,A0002,법률,11040000,第4章 警備·防護
1379,153886,1290000,국방부,000918,징발법,20140509,제12565호,20140810,A0002,법률,13070000,第7章 戒嚴·統合方位·徵發
1380,206023,1290000,국방부,000917,징발재산 정리에 관한 특별조치법,20181224,제16035호,20181224,A0002,법률,13070000,第7章 戒嚴·統合方位·徵發
1381,254047,1543000,농림축산식품부,012236,차산업 발전 및 차문화 진흥에 관한 법률,20230816,제19642호,20240217,A0002,법률,24050100,第1節 通 則
1382,268271,1830000,국가보훈부,001326,참전유공자 예우 및 단체설립에 관한 법률,20250121,제20687호,20250422,A0002,법률,15020000,第2章 國家報勳
1383,214005,1270000,법무부,010910,채권의 공정한 추심에 관한 법률,20200204,제16957호,20200805,A0002,법률,08010000,第1章 民 法
1384,267359,1270000,법무부,009930,채무자 회생 및 파산에 관한 법률,20241220,제20577호,20250621,A0002,법률,08030300,第3節 調停·破産·會社整理
1385,218301,1492000,고용노동부,011990,채용절차의 공정화에 관한 법률,20200526,제17326호,20200526,A0002,법률,40050000,第5章 雇 傭
1386,195117,1741000,행정안전부,002006,책임운영기관의 설치ㆍ운영에 관한 법률,20170726,제14839호,20170726,A0002,법률,04010100,第1節 通 則
1387,259395,1834100,우주항공청,011179,천문법,20240126,제20144호,20240527,A0002,법률,18040000,第4章 天文·氣象
1388,266667,1290000,국방부,014781,천안함 피격사건 피해구제 및 지원 등을 위한 특별법,20241203,제20541호,20250604,A0002,법률,13030000,第3章 賞勳·禮式·補償
1389,206699,1352000,보건복지부,002043,천연물신약 연구개발 촉진법,20190115,제16263호,20190115,A0002,법률,36020300,第3節 豫防保健
1390,219377,1613000,국토교통부,012512,철도물류산업의 육성 및 지원에 관한 법률,20200609,제17460호,20200910,A0002,법률,41030100,第1節 鐵道運送
1391,268595,1613000,국토교통부,009846,철도사업법,20250121,제20702호,20250121,A0002,법률,41030100,第1節 鐵道運送
1392,238861,1613000,국토교통부,009536,철도산업발전기본법,20220104,제18693호,20220705,A0002,법률,41030100,第1節 鐵道運送
1393,268759,1613000,국토교통부,009766,철도안전법,20250131,제20763호,20250131,A0002,법률,41030100,第1節 鐵道運送
1394,259591,1613000,국토교통부,009847,철도의 건설 및 철도시설 유지관리에 관한 법률,20240130,제20177호,20250131,A0002,법률,41030100,第1節 鐵道運送
1395,259587,1613000,국토교통부,014609,철도지하화 및 철도부지 통합개발에 관한 특별법,20240130,제20177호,20250131,A0002,법률,33020100,第1節 國土計劃
1396,258733,1450000,산업통상자원부,014590,첨단산업 인재혁신 특별법,20240116,제20033호,20250117,A0002,법률,28050000,第5章 工 業
1397,258077,1352000 1450000 1721000,"과학기술정보통신부,보건복지부,산업통상자원부",010724,첨단의료복합단지 육성에 관한 특별법,20240109,제19959호,20240710,A0002,법률,36010000,第1章 行政組織·通則
1398,260591,1352000 1471000,"보건복지부,식품의약품안전처",013572,첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률,20240220,제20331호,20250221,A0002,법률,37020000,第2章 藥 事
1399,258019,1492000,고용노동부,009636,청년고용촉진 특별법,20231231,제19940호,20231231,A0002,법률,40050000,第5章 雇 傭
1400,249017,1092000,국무조정실,013672,청년기본법,20230321,제19253호,20230922,A0002,법률,04020000,第2章 行政作用一般
1401,270891,1383000,여성가족부,000816,청소년 기본법,20250429,제20953호,20250429,A0002,법률,16070000,第7章 體育·靑少年育成
1402,270821,1383000,여성가족부,000815,청소년 보호법,20250422,제20935호,20250422,A0002,법률,16070000,第7章 體育·靑少年育成
1403,257345,1383000,여성가족부,009681,청소년복지 지원법,20231226,제19841호,20241227,A0002,법률,16070000,第7章 體育·靑少年育成
1404,270893,1383000,여성가족부,009684,청소년활동 진흥법,20250429,제20953호,20250429,A0002,법률,16070000,第7章 體育·靑少年育成
1405,245297,1320000,경찰청,000979,청원경찰법,20221115,제19033호,20221115,A0002,법률,11040000,第4章 警備·防護
1406,224695,1741000,행정안전부,001428,청원법,20201222,제17701호,20221223,A0002,법률,01020300,第3節 國 民
1407,136917,1400000,산림청,000394,청원산림보호직원 배치에 관한 법률,20130323,제11690호,20130323,A0002,법률,26020000,第2章 山 林
1408,270321,1471000,식품의약품안전처,013481,체외진단의료기기법,20250401,제20900호,20250401,A0002,법률,36030000,第3章 醫事·血液管理
1409,265883,1371000,문화체육관광부,000820,체육시설의 설치ㆍ이용에 관한 법률,20241022,제20499호,20250423,A0002,법률,16070000,第7章 體育·靑少年育成
1410,253629,1371000,문화체육관광부,014136,체육인 복지법,20230808,제19602호,20240209,A0002,법률,16070000,第7章 體育·靑少年育成
1411,260189,1661000,소방청,011348,초고층 및 지하연계 복합건축물 재난관리에 관한 특별법,20240213,제20274호,20250214,A0002,법률,12030000,第3章 災難管理
1412,267355,1342000,교육부,000900,초ㆍ중등교육법,20241220,제20566호,20250621,A0002,법률,16020100,第1節 通 則
1413,252899,1543000,농림축산식품부,000408,초지법,20230725,제19571호,20230725,A0002,법률,25030000,第3章 草地·飼料
1414,224537,1320000,경찰청,001642,총포ㆍ도검ㆍ화약류 등의 안전관리에 관한 법률,20201222,제17689호,20210101,A0002,법률,11050000,第5章 保 安
1415,218303,1492000,고용노동부,000129,최저임금법,20200526,제17326호,20200526,A0002,법률,40030000,第3章 勤勞基準
1416,210145,1270000,법무부,011091,축사의 부동산등기에 관한 특례법,20190820,제16446호,20191121,A0002,법률,08040000,第4章 登 記
1417,225123,1543000,농림축산식품부,011553,축산계열화사업에 관한 법률,20201229,제17799호,20211230,A0002,법률,25020000,第2章 畜産振興
1418,265965,1471000,식품의약품안전처,001507,축산물 위생관리법,20241022,제20532호,20241022,A0002,법률,25040000,第4章 家畜衛生·畜産物檢査
1419,267377,1543000,농림축산식품부,001509,축산법,20241220,제20581호,20241220,A0002,법률,25020000,第2章 畜産振興
1420,214187,1543000,농림축산식품부,009322,축산자조금의 조성 및 운용에 관한 법률,20200211,제16990호,20200211,A0002,법률,25020000,第2章 畜産振興
1421,267361,1270000,법무부,001707,출입국관리법,20241220,제20578호,20250621,A0002,법률,07040000,第4章 國籍·出入國
1422,270167,1371000,문화체육관광부,009350,출판문화산업 진흥법,20250325,제20842호,20250626,A0002,법률,17040100,第1節 言論·出版
1423,228621,1741000,행정안전부,011746,충청북도 청주시 설치 및 지원특례에 관한 법률,20210112,제17893호,20220113,A0002,법률,10020100,第1節 通 則
1424,269807,1342000,교육부,011136,취업 후 학자금 상환 특별법,20250318,제20788호,20250619,A0002,법률,16020600,第6節 奬 學
1425,238757,1270000,법무부,009998,치료감호 등에 관한 법률,20220104,제18678호,20220705,A0002,법률,09020000,第2章 保安處分
1426,257869,1352000,보건복지부,011442,치매관리법,20240102,제19904호,20240703,A0002,법률,38050000,第5章 兒童·老人·障碍者·母子福祉
1427,251877,1390000,농촌진흥청,013703,치유농업 연구개발 및 육성에 관한 법률,20230620,제19491호,20240621,A0002,법률,24050100,第1節 通 則
1428,259563,1480000,환경부,011321,친수구역 활용에 관한 특별법,20240130,제20172호,20240130,A0002,법률,35020100,第1節 河川·地下水
1429,113181,1270000,법무부,010086,친일반민족행위자 재산의 국가귀속에 관한 특별법,20110519,제10646호,20110519,A0002,법률,08010000,第1章 民 法
1430,234903,1192000 1543000,"농림축산식품부,해양수산부",000419,친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률,20210817,제18445호,20230101,A0002,법률,24050501,第1款 肥料·農藥
1431,265885,1371000,문화체육관광부,009280,콘텐츠산업 진흥법,20241022,제20500호,20250423,A0002,법률,43030000,第3章 情報通信
1432,210363,1192000,해양수산부,012246,크루즈산업의 육성 및 지원에 관한 법률,20190827,제16571호,20200228,A0002,법률,42050000,第5章 港 灣
1433,268835,1721000,과학기술정보통신부,012266,클라우드컴퓨팅 발전 및 이용자 보호에 관한 법률,20250131,제20732호,20250131,A0002,법률,43030000,第3章 情報通信
1434,251701,1450000,산업통상자원부,012573,탄소소재 융복합기술 개발 및 기반 조성 지원에 관한 법률,20230613,제19438호,20231214,A0002,법률,28050000,第5章 工 業
1435,255825,1400000,산림청,011554,탄소흡수원 유지 및 증진에 관한 법률,20231031,제19806호,20240501,A0002,법률,26020000,第2章 山 林
1436,257313,1371000,문화체육관광부,010597,태권도 진흥 및 태권도공원 조성 등에 관한 법률,20231226,제19839호,20240118,A0002,법률,16070000,第7章 體育·靑少年育成
1437,265197,1613000,국토교통부,012003,택시운송사업의 발전에 관한 법률,20240910,제20430호,20240910,A0002,법률,41060100,第1節 道路運送
1438,246807,1613000,국토교통부,000242,택지개발촉진법,20221227,제19117호,20230628,A0002,법률,34020000,第2章 住 宅
1439,246015,1480000,환경부,000160,토양환경보전법,20221213,제19090호,20230114,A0002,법률,39020000,第2章 環境保全
1440,259965,1613000,국토교통부,010071,토지이용규제 기본법,20240206,제20235호,20250207,A0002,법률,35030000,第3章 土地·測量
1441,231677,1613000,국토교통부,012235,토지이용 인ㆍ허가 절차 간소화를 위한 특별법,20210420,제18090호,20211021,A0002,법률,35030000,第3章 土地·測量
1442,261425,1051000 1240000,"기획재정부,통계청",000658,통계법,20240326,제20408호,20240326,A0002,법률,19100000,第10章 統 計
1443,259509,1262000 1450000,"산업통상자원부,외교부",011525,통상조약의 체결절차 및 이행에 관한 법률,20240130,제20169호,20240731,A0002,법률,44060000,第6章 國際協力
1444,260553,1450000 1492000,"고용노동부,산업통상자원부",010198,통상환경변화 대응 및 지원 등에 관한 법률,20240220,제20320호,20250101,A0002,법률,28040000,第4章 貿 易
1445,259011,1270000 1721000,"과학기술정보통신부,법무부",000036,통신비밀보호법,20240123,제20072호,20240724,A0002,법률,43020000,第2章 郵 政
1446,258639,1250000,통일부,002008,통일교육 지원법,20240116,제19998호,20240417,A0002,법률,01020100,第1節 國土·統一
1447,258681,1290000,국방부,000920,통합방위법,20240116,제20026호,20240116,A0002,법률,13070000,第7章 戒嚴·統合方位·徵發
1448,122406,1342000,교육부,009537,퇴직교원 평생교육활동 지원법,20120126,제11212호,20190801,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
1449,152098,1270000,법무부,012019,특별감찰관법,20140318,제12422호,20140619,A0002,법률,04010200,第2節 大統領所屬機關
1450,242101,1270000,법무부,012020,특별검사의 임명 등에 관한 법률,20220509,제18861호,20220910,A0002,법률,07010200,第2節 檢察廳
1451,205801,1342000,교육부,012498,특수외국어 교육 진흥에 관한 법률,20181218,제15963호,20190619,A0002,법률,16020800,第8節 敎育振興
1452,266669,1290000,국방부,009618,특수임무수행자 보상에 관한 법률,20241203,제20542호,20250401,A0002,법률,13030000,第3章 賞勳·禮式·補償
1453,268559,1830000,국가보훈부,009631,특수임무유공자 예우 및 단체설립에 관한 법률,20250121,제20688호,20250422,A0002,법률,15020000,第2章 國家報勳
1454,255435,1270000,법무부,001133,특정강력범죄의 처벌에 관한 특례법,20231024,제19743호,20240125,A0002,법률,09010000,第1章 刑 法
1455,199773,1270000,법무부,001136,특정경제범죄 가중처벌 등에 관한 법률,20171219,제15256호,20180320,A0002,법률,09010000,第1章 刑 法
1456,252787,1160100 1270000,"금융위원회,법무부",009244,특정 금융거래정보의 보고 및 이용 등에 관한 법률,20230718,제19563호,20240719,A0002,법률,23030000,第3章 金融通則
1457,270595,1270000,법무부,001676,특정범죄 가중처벌 등에 관한 법률,20250408,제20907호,20250408,A0002,법률,09010000,第1章 刑 法
1458,188381,1270000,법무부,002009,특정범죄신고자 등 보호법,20161220,제14413호,20161220,A0002,법률,09010000,第1章 刑 法
1459,267365,1721000,과학기술정보통신부,000752,특정연구기관 육성법,20241220,제20571호,20241220,A0002,법률,18020000,第2章 科學技術振興
1460,255431,1270000,법무부,014514,특정중대범죄 피의자 등 신상정보 공개에 관한 법률,20231024,제19743호,20240125,A0002,법률,09030000,第3章 刑事節次
1461,271299,1430000,특허청,001455,특허법,20250527,제20975호,20250527,A0002,법률,30020000,第2章 特許·實用新案
1462,223983,1492000,고용노동부,000122,파견근로자 보호 등에 관한 법률,20201208,제17605호,20201208,A0002,법률,40050000,第5章 雇 傭
1463,219131,1492000,고용노동부,013785,파독 광부ㆍ간호사ㆍ간호조무사에 대한 지원 및 기념사업에 관한 법률,20200609,제17436호,20210610,A0002,법률,40010000,第1章 行政組織·通則
1464,253401,1342000,교육부,000851,평생교육법,20230808,제19588호,20240517,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
1465,251565,1250000 1613000,"국토교통부,통일부",014456,평화경제특별구역의 지정 및 운영에 관한 법률,20230613,제19432호,20231214,A0002,법률,01020100,第1節 國土·統一
1466,246601,1450000,산업통상자원부,000288,폐광지역 개발 지원에 관한 특별법,20221227,제19122호,20221227,A0002,법률,31030200,第2節 石 炭
1467,211541,1342000,교육부,002010,폐교재산의 활용촉진을 위한 특별법,20191126,제16607호,20201127,A0002,법률,16020300,第3節 學校의設置·施設
1468,270149,1480000,환경부,001771,폐기물관리법,20250325,제20859호,20250325,A0002,법률,39030000,第3章 廢棄物管理
1469,230781,1480000,환경부,000154,폐기물의 국가 간 이동 및 그 처리에 관한 법률,20210401,제17984호,20211002,A0002,법률,39030000,第3章 廢棄物管理
1470,261189,1480000,환경부,000156,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률,20240319,제20385호,20250101,A0002,법률,39030000,第3章 廢棄物管理
1471,259511,1450000,산업통상자원부,013643,포항지진의 진상조사 및 피해구제 등을 위한 특별법,20240130,제20169호,20240731,A0002,법률,32020000,第2章 電 氣
1472,178989,1270000,법무부,001135,폭력행위 등 처벌에 관한 법률,20160106,제13718호,20160106,A0002,법률,09010000,第1章 刑 法
1473,268659,1130000,공정거래위원회,002011,표시ㆍ광고의 공정화에 관한 법률,20250121,제20712호,20250121,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
1474,113175,1834100,우주항공청,000744,표준시에 관한 법률,20110519,제10640호,20110519,A0002,법률,18040000,第4章 天文·氣象
1475,260507,1833100,국가유산청,013781,풍납토성 보존 및 관리에 관한 특별법,20240213,제20309호,20240517,A0002,법률,17030000,第3章 文化財
1476,224541,1320000,경찰청,000964,풍속영업의 규제에 관한 법률,20201222,제17689호,20210101,A0002,법률,11050000,第5章 保 安
1477,261139,1741000,행정안전부,010168,풍수해ㆍ지진재해보험법,20240319,제20378호,20240920,A0002,법률,12030000,第3章 災難管理
1478,232231,1492000,고용노동부,014081,필수업무 지정 및 종사자 보호ㆍ지원에 관한 법률,20210518,제18182호,20211119,A0002,법률,40070000,第7章 勞動保險·福祉
1479,270373,1130000,공정거래위원회,001590,하도급거래 공정화에 관한 법률,20250401,제20893호,20250401,A0002,법률,19090100,第1節 物價·公正去來·消費者保護
1480,253499,1480000,환경부,001815,하수도법,20230808,제19590호,20240517,A0002,법률,33030200,第2節 都市計劃施設
1481,254825,1480000,환경부,001836,하천법,20230914,제19702호,20240915,A0002,법률,35020100,第1節 河川·地下水
1482,234337,1480000,환경부,010948,하천편입토지 보상 등에 관한 특별조치법,20210727,제18353호,20210727,A0002,법률,35020100,第1節 河川·地下水
1483,238235,1342000,교육부,000889,학교급식법,20211228,제18639호,20220629,A0002,법률,16030000,第3章 學校保健
1484,237399,1342000,교육부,010584,학교도서관진흥법,20211207,제18547호,20221208,A0002,법률,16020800,第8節 敎育振興
1485,261465,1383000,여성가족부,012054,학교 밖 청소년 지원에 관한 법률,20240326,제20422호,20240927,A0002,법률,16070000,第7章 體育·靑少年育成
1486,238207,1342000,교육부,000890,학교보건법,20211228,제18640호,20220629,A0002,법률,16030000,第3章 學校保健
1487,230427,1342000,교육부,013702,학교복합시설 설치 및 운영ㆍ관리에 관한 법률,20210323,제17959호,20210325,A0002,법률,16020300,第3節 學校의設置·施設
1488,246813,1342000,교육부,000895,학교시설사업 촉진법,20221227,제19117호,20230628,A0002,법률,16020300,第3節 學校의設置·施設
1489,267341,1342000,교육부,010380,학교안전사고 예방 및 보상에 관한 법률,20241220,제20567호,20250621,A0002,법률,16020100,第1節 通 則
1490,267343,1342000,교육부,000894,학교용지 확보 등에 관한 특례법,20241220,제20568호,20250621,A0002,법률,16020300,第3節 學校의設置·施設
1491,267307,1342000 1371000,"교육부,문화체육관광부",011527,학교체육 진흥법,20241220,제20569호,20241220,A0002,법률,16070000,第7章 體育·靑少年育成
1492,268511,1342000,교육부,009620,학교폭력예방 및 대책에 관한 법률,20250121,제20670호,20250522,A0002,법률,16020100,第1節 通 則
1493,230413,1342000,교육부,000857,학술진흥법,20210323,제17954호,20210623,A0002,법률,16040000,第4章 學·藝術振興
1494,249991,1342000,교육부,000850,학원의 설립ㆍ운영 및 과외교습에 관한 법률,20230418,제19347호,20231019,A0002,법률,16050000,第5章 人跡資源開發·社會敎育
1495,253403,1342000,교육부,000891,학점인정 등에 관한 법률,20230808,제19588호,20240517,A0002,법률,16020200,第2節 學力認定
1496,265991,1480000,환경부,009136,한강수계 상수원수질개선 및 주민지원 등에 관한 법률,20241022,제20517호,20250423,A0002,법률,39020000,第2章 環境保全
1497,214193,1390000,농촌진흥청,010600,한국4에이치활동 지원법,20200211,제16993호,20200512,A0002,법률,24050100,第1節 通 則
1498,246817,1450000,산업통상자원부,001855,한국가스공사법,20221227,제19117호,20230628,A0002,법률,32030000,第3章 가 스
1499,243067,1492000,고용노동부,013720,한국고용노동교육원법,20220610,제18930호,20220610,A0002,법률,40010000,第1章 行政組織·通則
1500,230417,1342000,교육부,010502,한국고전번역원법,20210323,제17954호,20210323,A0002,법률,16040000,第4章 學·藝術振興
1501,268763,1613000,국토교통부,009283,한국공항공사법,20250131,제20765호,20250131,A0002,법률,41080000,第8章 航 空
1502,239305,1721000,과학기술정보통신부,000773,한국과학기술원법,20220111,제18739호,20220412,A0002,법률,18020000,第2章 科學技術振興
1503,259397,1834100,우주항공청,012416,한국과학우주청소년단 육성에 관한 법률,20240126,제20144호,20240527,A0002,법률,18020000,第2章 科學技術振興
1504,253609,1371000,문화체육관광부,000110,한국관광공사법,20230808,제19592호,20230808,A0002,법률,41050000,第5章 觀 光
1505,230103,1450000,산업통상자원부,014032,한국광해광업공단법,20210309,제17919호,20210910,A0002,법률,31030400,第4節 鑛山保安
1506,236271,1570100,방송통신위원회,002046,한국교육방송공사법,20211019,제18518호,20220420,A0002,법률,16020800,第8節 敎育振興
1507,230419,1342000,교육부,002012,한국교육학술정보원법,20210323,제17954호,20210323,A0002,법률,16020800,第8節 敎育振興
1508,259615,1342000,교육부,000885,한국교직원공제회법,20240206,제20183호,20240507,A0002,법률,16020504,第4款 年金·共濟會
1509,198271,1613000,국토교통부,000113,한국교통안전공단법,20171024,제14939호,20180101,A0002,법률,41020000,第2章 交通安全·交通整備
1510,240041,1290000,국방부,000944,한국국방연구원법,20220203,제18806호,20220203,A0002,법률,13010000,第1章 行政組織·通則
1511,268531,1262000,외교부,000011,한국국제교류재단법,20250121,제20680호,20250121,A0002,법률,44060000,第6章 國際協力
1512,254857,1352000,보건복지부,010110,한국국제보건의료재단법,20230914,제19717호,20230914,A0002,법률,36010000,第1章 行政組織·通則
1513,216179,1262000,외교부,000012,한국국제협력단법,20200331,제17161호,20201001,A0002,법률,44060000,第6章 國際協力
1514,260607,1613000,국토교통부,014624,한국국토정보공사법,20240220,제20341호,20250221,A0002,법률,35030000,第3章 土地·測量
1515,237141,1543000,농림축산식품부,010295,한국농수산대학교 설치법,20211130,제18537호,20220601,A0002,법률,24010200,第2節 農村振興廳
1516,214501,1543000,농림축산식품부,000497,한국농수산식품유통공사법,20200218,제17037호,20210219,A0002,법률,24050200,第2節 農水産物價格安定·流通
1517,234659,1543000,농림축산식품부,001980,한국농어촌공사 및 농지관리기금법,20210817,제18403호,20220218,A0002,법률,24050100,第1節 通 則
1518,205806,1342000,교육부,000897,한국대학교육협의회법,20181218,제15968호,20190619,A0002,법률,16010000,第1章 行政組織·通則
1519,259235,1613000,국토교통부,000274,한국도로공사법,20240123,제20124호,20240123,A0002,법률,34040100,第1節 通 則
